worker_id,task_id,task_response_id,Profanity,Canonical Form 1,Canonical Form 2,Canonical Form 3,Category 1,Category 2,Category 3,Severity Rating,Severity Description
72RMC62CGZNX,ab55523d-9fe3-47e9-8200-9b165f38b425,6fae64ad-7782-4659-bd7a-622006674232,pancake face,pancake face,"","",racial / ethnic slurs,none,none,1.6,Strong
KXPAF3YFMRZY,730065ca-c9f3-4fa3-9137-0e1c0c896eeb,19cffbfb-5555-4afe-a00a-04e542db1dd4,penisfvckers,penis,fuck,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
2TF6K69NCTKJ,d36509b8-db8a-4aa3-913b-b4b428d90780,df0d87c8-04eb-4154-b1d1-89c795c762e0,n1ggahs,niggers,"","",racial / ethnic slurs,none,none,3,Severe
9KNVR6X2DWC4,e3fa6a35-b7b7-4294-807a-aa4d035bcd0b,d58727b0-b49b-4a65-93be-195059daf041,nickk3r,nigger,"","",racial / ethnic slurs,none,none,3,Severe
4ACJA6QTDYMG,202d2843-0624-4766-a336-b191f97a7ec2,fb910b29-2d29-40f3-bcd3-bb609b266cfc,negr0,negro,"","",racial / ethnic slurs,none,none,2.8,Severe
D69JPMAFP9GP,4dedcd43-5b06-4482-9629-b8022e6137cc,b62fc493-f452-4869-a720-8f181d954991,muffdiving,muff,"","",sexual anatomy / sexual acts,none,none,2,Strong
6XFJ6ADHNKEZ,23851443-143a-4698-b7f1-9e50915ce8f6,966715c4-c562-4b9c-8692-d87781741d2a,n1gg@hs,niggger,"","",racial / ethnic slurs,none,none,2.8,Severe
AZZDZJGYZWJ3,23ea167c-b529-481d-8a10-35f5f2833626,53a7613e-7e12-4e51-b1ae-7857189d7898,motherfuck,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
ZFEQJC4ERT29,9291c95c-a4ed-4bd0-a6d2-3a42259c64f2,db9b1406-6078-44ac-8746-9deff74a53c5,motherfcks,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
APKAYMEPJ3TR,a8e25837-f0a9-496c-a93f-46fd738ce0ba,1fe12a7a-4145-454b-95eb-f3bc2b65b8d0,negroid,negro,"","",racial / ethnic slurs,none,none,2.6,Severe
7CA7ZZVKM7WF,9639d83a-29b6-4151-bdbc-0ccb263be64e,e792eccb-49ed-4b6c-8e6f-d8ff99b547dd,motherfuckin,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
NE6AHWDY7MDY,f4c80dca-f9d5-41ff-bba6-4f38ef571387,f88d783e-fb1c-40ce-9323-95f25428bc0d,mutherfucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
ZPKZ7DZQ4Y2J,3a1c2742-732e-44f1-952b-6bd10fa6a5e5,533b6a33-04e2-4a02-bcf3-39e8c87e63a0,motherfxck,motherfucker,"","",other / general insult,none,none,2.4,Strong
7CA7ZZVKM7WF,ebd4668b-a87b-4340-8692-2a04365c843e,dda3b107-3a78-4e95-ad85-5bb0ec791eca,nicker,nigger,"","",racial / ethnic slurs,none,none,3,Severe
4TG67HVWJNDP,ed9ebb41-cff9-4ea8-bc60-23b103791d9d,d7807f2f-5da0-4417-8536-514f987cd504,muffindiving,muff,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
QQZXXC9KWHQT,58216e4b-c47c-4775-8812-029662547169,9e5eb018-d096-47b0-bdb5-6df648a56e05,motherfacking,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
3MEG6THYHV69,849cd33d-b83c-40e7-8705-7ae93d4affab,66dff3c6-79ca-4b5e-b810-020f8838b340,niga,nigger,"","",racial / ethnic slurs,none,none,2.6,Severe
6CRGYVYGRKNR,c0ad8379-c036-48c1-8d29-ba8cfcdc2d57,fdf5b0a4-d3d8-4e10-af1a-b3ebfdaca3ef,mtherfuker,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
JACFJNYCVQAH,507a6fcf-e22e-4098-a1da-2138001ebec8,57f4cf6b-d7e0-4356-b34e-cee4c4d43da0,motherfcking,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
AMXMPYF9CYAJ,fd05b200-c5ca-4944-b75f-529c398c056d,bb346fd1-5cdd-4f54-8827-b8886236c857,muthafeckers,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
3796EY394VG3,51f7f4e5-3532-4dd7-8e87-8668ab3e6beb,7fbc4f88-059b-41be-a744-0652c4346b1d,nig,nigger,"","",racial / ethnic slurs,none,none,3,Severe
2ER9TZ79TR2V,2135ba23-cc4b-4688-a777-f8acae81718e,55fabd29-59af-485b-b79e-f9aeae306a4d,motherfucca,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
PDJDRMPE4NTR,bfb6fba4-43d5-47fd-839b-120d70c85952,63260be5-7698-4579-9d7c-fa3cfc7655c7,motherfuckingshit,motherfucker,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe
9KNVR6X2DWC4,2b5fec25-8e19-4a18-8105-d8522133815b,9b15e3ae-4520-4001-bd63-3ff8bff3f335,n1ggas,nigger,"","",racial / ethnic slurs,none,none,3,Severe
DQF4H44Q9Y7G,c9dbefff-7caf-4f49-9b6d-0b78a45113a1,57a2c950-2fb0-464e-b68e-706c5c508aed,n1ggah,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
FDMQXAZTF74K,21d493df-3522-42d9-9ed7-ce91f6f14d02,5fbd1ffa-fff1-48e7-b707-1229978ff897,motherfucked,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
JACFJNYCVQAH,685b6035-2e43-4b9a-a51b-9940ec137272,b61c9981-5326-456a-918c-0bff98493e80,mudderfuk,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
APKAYMEPJ3TR,61e99513-3ad7-4b53-a069-f99c40a4830f,ffb7e411-203c-4398-9984-0cbdb41d2ae4,neggar,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
HWDQZR3ZTFRN,f38718d2-f47d-4ffa-8188-56f7f8280df8,fc2a1e4a-1bd1-4d04-b7c8-d77cdc7a49be,mutherfuckers,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
4ACJA6QTDYMG,8a25cb89-7f67-4c34-9c74-7aed0b75b76a,534c93ac-282c-46a4-98a5-598f24ab14ba,motherfuckka,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
4TG67HVWJNDP,7b39d685-52de-4a01-b48e-509f78600c81,089e634c-17e6-4b1e-a0a6-9c1850c6a4ad,mutha fucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
4P9YD6FMKH9T,248c0d84-887f-4eb6-acf2-257ddec7dd9c,a225ac85-25f8-4958-bfbd-52fa5ef1d257,motherfuckeds,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
ZFEQJC4ERT29,15863197-b8c3-4e4b-bad7-0c1c26a06318,74308026-0c93-4433-a4fd-c734c4dac439,n1gg3rs,nigger,"","",racial / ethnic slurs,none,none,3,Severe
WQCJVFDPQFEC,079e9459-57c6-4832-a662-ba48107e0c76,9e82eb06-8e3c-47da-8e1e-62335546ef28,motherfucking,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
DCRRXJFVW7R3,cc2bd418-5694-4b78-be67-a15075b29928,1302eaaf-f602-4afa-ac75-85971a781a63,mufdivin,muff,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
NA9PJYHM9YVK,f46b5d0d-90e2-4fbe-8f12-9f8e6d6000c3,32d88646-ac59-481b-9456-a632764bf26a,mushroom tip,mushroom tip,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
RGDCWYTV6K79,8d008052-7941-464f-a2fd-182c71089e22,4dd3d07a-ae1c-46b7-ac2d-a1c8f567372e,motherfuckings,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
RP7MDHXYNRPN,96c432ee-01f1-42a3-9367-4e41aebde2bd,4e617a7f-2019-4488-a5b1-5132e7163c39,nig-nog,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
3MMFR6RXMZM2,8993539f-94ab-4563-86af-e313315b0b07,c5c68e6e-19e5-4a96-843c-e81a62e1bf0d,muffindivin,muff,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
D69JPMAFP9GP,87bf2d75-90bb-4a05-9b7f-41e5660d3b68,28ecfe64-e9a5-4736-befc-be2db47ddb2f,muddafukkas,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
6XFJ6ADHNKEZ,ee56bbb9-0920-469a-b60f-cd04fef39ce0,41bd0ab8-7acb-4010-b1e3-8cafd8d98ebe,muthafuckings,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
3MEG6THYHV69,b1432f62-83d8-4644-b0ba-302320d42aca,732fa833-8e96-4efb-b0b7-bb1eed0d8d56,muffdivings,muff,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
QHKQ32WVQEGN,91b87800-dea5-4019-bee0-b9b96213baf2,123f2aa2-307f-4f91-89e2-9dbef56b4f1b,mthrfcker,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
ZW9ZNGVMAYNQ,7d071f24-297d-4227-9701-7fd84df5dc21,a25ad1ac-6db0-4838-a890-470abdab2aa9,nickas,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
ZW9ZNGVMAYNQ,cd0f8419-2815-457a-a647-84679cbda0c6,d00d3aee-a42a-4000-8490-308a8f2fd99a,n1gg3r,nigger,"","",racial / ethnic slurs,none,none,3,Severe
Z239E43AATKE,34899488-aa2b-4172-b107-3832440820fe,edeaaf9f-53aa-4002-adc2-34c836f70d19,motherfvcking,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
KHP239VPK9M3,4d432531-3ec8-4be4-92b3-43648ae29bd5,2bdf3eaf-6654-461c-aa9c-6cb8e8b0a6af,muthafecker,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
QWC3DYG3GF9Y,1ab6560f-dc3a-4d67-abcc-a87b161ab3ee,f6175675-0588-4af1-ad29-309c80fe94f5,n1ckker,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
JM3Z9KRW4NAZ,f0b39c07-cdcb-4d38-b3d5-9d4cb8bea9a8,16a1eb86-1360-4c60-86b5-7d83cc096a0f,negro,negro,"","",racial / ethnic slurs,none,none,2,Strong
JW992R3C66V9,d8cae4ac-35ac-4789-a318-a7c001f7ec4b,66f859a7-fa24-4cf2-94ee-a1b1daa734bb,motherfckin,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
ZWJMPXDTKNQD,62eaed29-cc83-4a66-8392-7de449e6adfa,1256f2dd-f886-4000-869b-2d21bb83fd94,n1gg@,nigger,"","",racial / ethnic slurs,none,none,3,Severe
C69D7VD39FKM,0a95472d-10e1-47ce-958c-91dd39ce4cc8,723ace3d-7453-4158-afaa-f9f1922216cb,n1gguh,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
QD6PJTFGJ63Q,30a87ab6-17a5-4b4e-930e-b073f1991948,883adb3d-4cb0-4048-bbf1-ab7cdd43b696,motherfecka,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
R3CDKNC3PH6K,d16859f3-6d0d-4f98-9996-1a425f1b14d7,b866d178-d897-44ab-8cc3-0dd85f6f9022,mufdive,muff,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
9RTHMKDNG4K2,c7dc22df-cfe3-4524-847c-f935e3e9e018,77f2bf30-ef68-48b1-a254-8df76266a676,motherfucks,motherfucker,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,3,Severe
PKAFWTW2AW2G,d633d0f5-1b32-4dd3-818d-c8ffb51468c7,62c1be31-da0b-46d5-98ab-fc85fe66357e,n0bhead,knob,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
76VNAHQ9VAC3,38ba6e71-ecea-424b-a85c-aacaa3121ce2,8933aa52-d545-4efb-8243-5a760a11d59f,motherfckshit,motherfucker,shit,"",sexual anatomy / sexual acts,other / general insult,bodily fluids / excrement,2.8,Severe
F7G9FM2Q9CC4,1ca387b9-e69c-400e-b436-c6361a15991e,9d8b1c4a-b6fa-40ff-8b61-133d3efb3479,n1gger,nigger,"","",racial / ethnic slurs,none,none,3,Severe
QWC3DYG3GF9Y,f7a34556-bbc1-4bda-86d7-c35c54460524,44e20a64-f141-4296-9200-eca7712a6c7f,motherfuckkas,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
TATMTQ3AXJX6,1682ac5b-4906-486f-a38c-26aca83c3b36,9d8a0e85-3fcc-49f8-aa24-b695413b07ae,mutha fucka,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
JW992R3C66V9,049baa63-a46b-4d53-8501-a787b958e390,fb240121-710f-4079-9c73-fb8f28733832,motherf@kka,motherfucker,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe
QQYCQPQK6WFA,8ba6de74-b263-463a-a77b-2a073679ca3b,f061d462-0133-4a3e-a139-dbc67a6c0f13,muthafukka,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
DMDJ3QQK6JN9,9ee505f6-814d-4bc1-9bf1-71bf15bc52b1,faa8f72f-3233-4e01-be9e-ec5563d361a2,motherfuccas,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
76VNAHQ9VAC3,edaaecb0-1791-4daa-a309-1448ee3439e6,a8b737fc-7ed2-4bf6-9030-bae08caaee93,motherfvcked,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
TRZKH4HK4646,a0e46470-0fce-405b-a6de-e4ee17797c0f,23a38fad-5e1d-499e-a6e3-920f030e132e,muhfucking,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
FVGNDRJMNVA7,68850e1e-2b5d-4a76-ac86-858d889119bb,d7a28929-fe43-4656-9b6f-a5fb948d5240,motherfcked,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
X6P6DQRXD62A,a81b3db8-ad9c-4662-a693-61b1430d4978,8e84e674-510b-4fcc-9e5e-bf6e0d897471,negroes,negro,"","",racial / ethnic slurs,none,none,2.6,Severe
F7G9FM2Q9CC4,3f33d63c-751d-43d9-ab4a-1c9d4bb1c54c,7427e78b-4219-4ca4-ba97-a7b90e85a095,muthafuckers,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
FVGNDRJMNVA7,598b8a2a-8829-4617-9dd5-5f5d7e5d3d92,8e268800-6fb7-479f-8aa7-c64f00a379cd,motherfk,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
7YE67VWQC43W,208a71a4-3608-44d2-9c7a-c1d269ca5494,1c6dbf31-423d-4d86-97c8-a51305e7961f,motherfxcking,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
9EN7PWYA6G4F,f07633bd-2fc3-49ec-893a-7f632136a1e8,b3f7e3ef-a24e-4469-aeab-377958fc48cf,n0bj0cky,knob,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong
6CNHTCG6W6XM,994b5aae-0668-4b9d-9b0e-0e9e490d9d07,08e9d9ad-3fc6-475a-85fd-2cf2a0c4fd0c,n3gro,negro,"","",racial / ethnic slurs,none,none,2.4,Strong
VME4939DFDXR,bc82504f-14a2-4e65-8200-48033a60ad9a,581990f8-5d29-4e14-b67c-bc2afcb7b36a,n1ggazes,nigger,"","",racial / ethnic slurs,none,none,3,Severe
DK4H9CMZRWET,c89bd872-3903-485e-81b1-098bc86a1c43,dd06e696-9702-4880-9961-63a9dca05cb7,muthafuckker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
QD6PJTFGJ63Q,c5d34faf-dff9-4d6d-b1dc-9fdb843860d4,ed21be60-906d-4ddd-b451-279a0151d3c7,n1g3rz,nigger,"","",racial / ethnic slurs,none,none,3,Severe
DXP9KRP4R942,81a38ee5-f16b-40b4-87af-8f20a15de9e5,224938fd-3f6f-468a-a351-0c1d76cb0a45,motherfucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
QWC3DYG3GF9Y,572202bb-5e62-4ba6-a70a-4b957b087b3e,91e6067b-4327-4733-83bf-e041941f3e04,nickker,nigger,"","",racial / ethnic slurs,none,none,3,Severe
WYYRGVWFY6XA,566b673c-dde3-4220-b206-dac4a93eae31,af6217d5-7b97-4438-8534-5698ffe6acaa,motherfuccers,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
MTCJYTYKKHZJ,55c3d424-0a72-496c-9c5a-02680d49b875,64dbc4db-9a5d-40ae-ba39-8add8b19663f,motherfuckers,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
YKR74H2QRD6F,f3e96681-7331-4114-a155-b75cc337d668,18c8fbb4-153e-4f86-b043-ab1676155901,muthafuckkers,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
MRVNFNWJW9AR,6d922902-528f-446d-9f84-5ba33bd324ea,69dd81ce-6f38-47ce-b94e-7d0b20cadb31,nicka,nigger,"","",racial / ethnic slurs,none,none,2.6,Severe
DK4H9CMZRWET,28753b13-de2c-49b2-a4fb-aaedcba3b297,703078ab-0556-4799-b6a0-d8309793d60d,mudderfukker,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
QQYCQPQK6WFA,b1df6ccf-7a3d-4f54-ac29-bf4e568c2f34,4e44ff0a-5420-47c5-be73-cf135ec6dbb1,niccer,nigger,"","",racial / ethnic slurs,none,none,2.6,Severe
DK4H9CMZRWET,cad94a89-605f-4c06-bf08-dc384307f53a,5bdd8d8d-1d52-4a71-9bb3-7e989be3c503,motherfuckins,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
73FP3QEHRD7V,f5ff51ab-da8c-471a-9cdb-7a8891bc188c,fedcfb80-6b93-47ee-8268-4b7ded1de599,motherfvckeds,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
QD6PJTFGJ63Q,399b89d8-86b6-474c-a5ea-f360cb8d000b,716e90ef-f72a-43a7-99ff-7dc93a8fa143,motherfvck,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
A44DA67CMF3F,ea109036-d202-445e-9c78-a57d9b4a506b,dc3eb59a-0041-4006-9dd7-92e1edecc644,n1gga,nigger,"","",racial / ethnic slurs,none,none,2.4,Strong
T3RMAEPRMD6J,ddb9ea56-38d7-4027-9adc-0357d42b35c3,df24ec8e-ffdd-4835-ac1a-43901d93b237,motherfukka,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
N4F97QJYAMTH,38915d4b-d06e-4c55-aac2-9ce747e93f2d,37c15a01-c825-41d5-948b-c0132ea5f19e,motherfvckers,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
JW992R3C66V9,d07aa847-50cd-4644-aa84-c2bd826d16e1,19e4ccf1-ce59-44ab-909f-06ab03cd0e73,motherfecker,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
QEZAEMV2WF9D,845fa448-aaa1-4062-868c-9a2cf34387c9,7a14bde2-eb76-4588-8fdb-4b574a3ee8d3,muff,muff,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
MRVNFNWJW9AR,2465ef55-38a5-43d0-8773-1f5c1764880b,b3548135-2ca9-4988-84d4-a65e0df64bd2,motherfukker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
TATMTQ3AXJX6,088dbbf5-3ba1-4ebb-bd1a-088054e03092,e1d9c3fb-8907-419f-badc-40821aea6f89,muthafucka,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
CJWAHNHJ4M9F,75ef5bd0-3066-4303-82e1-52618e1eaf52,1acf404c-847b-4416-85cf-bb371c9b418c,motherfvcker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
ZWJMPXDTKNQD,50ff008b-e52b-4dd8-82bf-440b3c39b334,8de962ff-3471-4fd7-b439-d8e9faa44319,n1g3r,nigger,"","",racial / ethnic slurs,none,none,3,Severe
X6P6DQRXD62A,2beed3ae-799c-4ac8-86d8-e427f7f96926,94f6a81c-00a8-4e97-843c-bb14514a6c23,motherfukkings,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
DK4H9CMZRWET,277d5704-078c-4099-bb8e-5e3efaa5e23b,e5e03db0-7af9-4f65-9345-dcbaa998eedd,mothter fuck,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
FVGNDRJMNVA7,75fd4008-5e80-4284-bbff-254afbdb686e,d48a6133-b7cb-4a6b-bd9c-3a34f00bd61f,negga,nigger,"","",racial / ethnic slurs,none,none,2.8,Severe
YKPDD2RHZKMG,0f8ddd47-4ff1-48dd-8687-0cde9a6485b0,ea5be7c4-5520-47da-83d4-698ad6adc7c9,motherfuckkers,motherfucker,"","",sexual anatomy / sexual acts,none,none,3,Severe
YKR74H2QRD6F,c334cc1c-b08e-47d3-9a23-a56186a5e1b9,47cd73aa-c483-4b16-af54-9b230072428c,mothfck,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
NPGJHTPAXJQN,a50ffd34-4663-4cac-8b72-1076c68e6fb9,e4a247a2-15f4-47a3-afdd-2dab02057a12,n1ggers,nigger,"","",racial / ethnic slurs,none,none,3,Severe
DXP9KRP4R942,cf15b197-af4a-4ec8-b760-0ad63355ac36,5e807394-acdb-46cb-abd3-4a33925c7063,mothercker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
4ZM7WJWCMFNJ,7fd7a2a8-9c82-49df-b19d-5351a7c3bd04,c12b6d3a-854a-4e35-a214-8b68637836d9,mothafucc,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
WQCJVFDPQFEC,bb58e830-623b-4129-ab41-d0117a6bb5b6,7e216770-8e8a-4c47-9a52-5dda0c857a5a,mfers,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
4ZM7WJWCMFNJ,2a7951bc-73b5-4fe0-9c2d-dfe9d2049996,b7880d5d-d994-4e6e-814c-e0e15433a290,mfer,motherfucker,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
AMXMPYF9CYAJ,a42bc561-85ec-49ac-8fd6-8d331748463d,af1f355c-bc8e-4eaa-86b0-c75d2ca891aa,mof0es,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
4YNXDR4CKEZM,23aed09e-1302-4a3c-aa10-5badc5b70984,2e956580-6dec-47a8-ae4a-c2ef7294005b,motha fucker,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
6XFJ6ADHNKEZ,b2ecd1cc-0181-40dd-af06-1930f8c74a71,e771b267-3d66-4855-b690-56e958ca39a3,man meat,meat,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
3MEG6THYHV69,bb42e8e9-58c7-4375-9de9-34fbee67cb59,5b39df5e-432e-47c5-81fd-6c2752d0d2f3,m0thafucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
QHKQ32WVQEGN,56fd369b-e7eb-46c1-b60a-ddd2ccf30ee7,c6e97015-1fa8-4e7f-9b65-8f2b72936747,m0fos,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
NE6AHWDY7MDY,5d23e892-590c-4a36-8b8e-422d68cd927a,6a64f5db-0203-49e1-bd45-f850d2bb5f10,loose woman,loose,"","",sexual orientation / gender,none,none,1.4,Mild
WZZMK43NG9CA,7579baeb-5283-4cf4-b76a-8182ed8d6510,0e300466-6ac2-40a8-955f-ae5917eac8ec,m0thafucking,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
T7FRE9A966VX,e4fb8c47-0b3e-42bd-9c4f-a7a91ea2fea3,69170db3-bbca-4dc1-8d1d-6884b5fe4e34,mothafucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,3,Severe
APKAYMEPJ3TR,12932363-cbbe-40ce-8e9a-e3db9f740246,323063a2-d975-42aa-9e9b-69eb0e7d706a,mofukkas,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
6XFJ6ADHNKEZ,765f72f9-484e-4825-a943-8854540a61eb,ee2e8059-b736-416b-8df9-005aa7cb4c7f,mofoshit,motherfucker,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong
6FCQKE2GMKG2,bdae22a4-9e9c-4537-a6d1-055c76fc528f,e9510ae0-4fde-4bd4-bf3a-c6bde5cec8bf,mother fucka,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
KXPAF3YFMRZY,3a6d99aa-347f-46b8-9c62-aab8ed2e3fb3,39ef4e31-ccca-4cc1-b8eb-f7adbea53710,mothafucks,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
GGXWVNZT3PAC,bdbf8efd-f477-4cb1-999b-0d583e5f1cb9,bbf4db01-db4d-4703-885d-50789bafd4ea,meat-sword,meat,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
WZZMK43NG9CA,ee4a9501-c9ad-4ac0-847b-f2a91b2277b0,f741cfbc-f260-48ae-bf0d-df4dc304e313,m0therfucker,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
4KDNMYPMNZXC,f823bab6-0b01-4e7c-9e4f-10c39bf71554,1d754a97-44a8-41a8-a0e4-b3ef1745bda1,mothafcking,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.8,Severe
TQTF3MXZ4D4Q,bfaa6a17-f772-46e6-8513-c5b7e9c76ece,c319e400-c31f-49db-aaa4-98c7a0552b8c,mothafcked,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
7N79W4MCYAVW,1b1a0e3b-c911-45c7-923d-a20496563a6f,4650a546-b94a-4a56-9cb6-7ceffe509dc8,mothafuckins,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
QHKQ32WVQEGN,7279d239-f19b-4434-9f54-23ee2670d0a0,9a2ca84f-7e9b-4016-9b1f-e0bebdd7a4ec,meat curtains,meat curtains,"","",sexual anatomy / sexual acts,none,none,2,Strong
4KDNMYPMNZXC,78b321f3-141f-41fc-b6c9-caa20ce5ab20,8aa50160-924a-4138-82e6-d1268804af2e,mothafuckeds,motherfucker,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
3MEG6THYHV69,c1b8ea76-6ff8-48a4-a380-3931a0826d06,0b4b84a0-db27-451b-97ba-2aae86210407,mofos,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2,Strong
KXPAF3YFMRZY,3799a058-3b44-4de0-a055-b48cf402e8e4,e5e2bf2f-5221-47d1-a9a5-7cd006a656a7,mong,mong,"","",racial / ethnic slurs,none,none,1.8,Strong
9KNVR6X2DWC4,ab83b016-3634-4262-a8ba-64db1a2d7787,45706d69-7513-4d6f-8e93-4c990e0390d8,mothafuckz,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
TQTF3MXZ4D4Q,8c823861-823b-4863-82b6-6458fdb9b24f,c89c7298-443c-42e6-999b-5f2f5f6a2f09,man seed,man seed,"","",bodily fluids / excrement,none,none,1,Mild
9KNVR6X2DWC4,8c4e1555-1134-42cf-9032-02062515513c,ad06e506-70a8-4c80-abbc-302a0a45aac9,m0fo,motherfucker,"","",sexual anatomy / sexual acts,other / general insult,none,2.6,Severe
